Name,Uses,Url
Goecyst-M,Treatment of Polycystic ovarian syndrome (PCOS),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/yk0vhsukibqku5owgo50.jpg"
Glocan,Treatment of Fungal skin infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/chyzjt1ikgxqjrfb199h.jpg"
Gabacip,Treatment of Neuropathic pain,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/mprn9lgvwq1jaeiizexr.jpg"
Glypride,Treatment of Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/knjzz5zwfuict86yryfn.jpg"
Gemdronic, Osteoporosis Hypercalcemia,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/9aa1a7024f504b72be37101354dfe8ed.jpg"
Gabritab, Neuropathic pain,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/f40ff7487bae4cc283c3c67ce36e5bcf.jpg"
Gastril, Acidity Heartburn Stomach ulcers,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/tlcmqvzip8sdyq3laxcj.jpg"
Goodflo,Treatment and prevention of Blood clots,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/bg93juhlxu5s9xcjaqqb.jpg"
Germero, Severe bacterial infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/b9e6e5e445734f14b0a90a45461eec79.jpg"
Gabasafe,Treatment of Neuropathic pain,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/73ffeac035bf494c8bba978112fbd5d1.jpg"
GM,Treatment of Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/pgyzyvref5qovcaocs3n.jpg"
Grewit,Treatment of Hair loss,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/5f8935015d924ec595a34b76ca75cedb.jpg"
Glimital-M1,Treatment of Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/536484fc135b48d0aab4cf772468efe2.jpg"
G.B.H.C, Scabies,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/tjoqgjx1trxbaikglmau.jpg"
Gabalent,Treatment of Neuropathic painTreatment of Epilepsy/Seizures,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/yhlfu1vxx1yrl7igyyck.jpg"
Glimulin-2,Treatment of Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/44ae7ba2b8de420595f9423b0a73087f.jpg"
Goldclav,Treatment of Bacterial infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/wpyxaz5jwfkcm6geke1l.jpg"
Gefitero, Non-small cell lung cancer,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/abc845bba92f4143b1bd07ee17f57e70.jpg"
Glytrin,Treatment of Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/l29blidq9zahopkioz6b.jpg"
Glisen-PM,Treatment of Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/78c71c0a8a2c489eb4c98f639b2c62f8.jpg"
Gcolate, General Anaesthesia Peptic ulcer disease,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/udv9s3dqhqsrvnf0l6fy.jpg"
Glimser,Treatment of Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/9e1b1ee8e1d241bebcee3ef1049d091d.jpg"
Gabacnx,Treatment of Neuropathic pain,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/c746a7f3af6e412fabaa1dc89400c6d3.jpg"
Geritam,Treatment of Benign prostatic hyperplasia,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/a3ada486b11f439ba56d77b7b7f39fe2.jpg"
Gride-M,Treatment of Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/f0be3a2a2ac044209fcdb29083e54ed5.jpg"
Gastrozin, Nutritional deficiencies,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/pdhzomv97u5yfd7hm4qw.jpg"
Gam-DSR,Treatment of Gastroesophageal reflux disease (Acid reflux)Treatment of Peptic ulcer disease,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/zuikx5xoaieb6hg49b2v.jpg"
Gamma, Immunoglobulins deficiency,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/xk6fe21eqpwfppfszbd3.jpg"
Glutowin,Treatment of Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/04324d44da274283ad494873362c354d.jpg"
Guficol, Severe bacterial infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/krxrvgefidzq6avhemxd.jpg"
Gee-X,Treatment of Mouth ulcers,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/52c6b230b3254d81bf4e07b3cc0c8aed.jpg"
Gabrica, Neuropathic pain,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/4159886dbf9047c3a8675c73ebae559e.jpg"
Glitaris,Treatment of Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/02a3ca834018434888633087199423ea.jpg"
Geftib, Non-small cell lung cancer,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/3d4a7270229441abb476375899857774.jpg"
Gastrazole,Treatment of Gastroesophageal reflux disease (Acid reflux)Treatment of Intestinal ulcersTreatment of Irritable bowel syndrome,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/ximuasa6oacre34nxpjm.jpg"
Genorox,Treatment of Bacterial infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/vd8mymc5a3wgxrwjqzhv.jpg"
Greatcef,Treatment of Respiratory tract infection,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/406c2cf5b3c04568b88a7905a893eef0.jpg"
Galbact,Treatment of Bacterial skin infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/d00991962ffe49a2b185c457f8294ec5.jpg"
Grantin,Treatment of Neuropathic pain,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/d7d356997a914fb2a0e647f6a8d69d70.jpg"
Gestmate, Hormone replacement therapy Female infertility,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/oiy8pwetmlrgjrzloqwj.jpg"
Glimchek,Treatment of Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/93962045dba94abc8519543cc7fb32da.jpg"
Glimaday-Forte,Treatment of Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/aa2odxabgd2bfgi4hsrf.jpg"
Glucagen, Severe hypoglycemia,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/8291317bf48c4625a92bd649d70405ef.jpg"
Gkn-Plus, Cognitive enhancer,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/cxawum1hphvxjnjch6qn.jpg"
Glorimet,Treatment of Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/kvje9eqdhnth5kig4iig.jpg"
Gutfeel,Treatment of Constipation,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/rxjpk2ob8zdcf9kbywnq.jpg"
Gomo,Treatment of Nausea and vomiting in pregnancy,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/cbhbh1fyckgpai9rhyo8.jpg"
Glimser-P1,Treatment of Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/wdxu8ajmbeo5i55mtody.jpg"
Glimipack,Treatment of Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/ad37ed824c8d4a1d82170bbc8c1068c9.jpg"
Glimser-P,Treatment of Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/a0736c2efc6e40de9457614d620c9163.jpg"
Gloristat,Treatment of High cholesterol Prevention of heart attack and stroke,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/jpmkbhjrof4pp8pgvbyg.jpg"
Gainehair,Treatment of Hair loss,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/wgmdr1akqk28tirmacpa.jpg"
Grandcef,Treatment of Bacterial infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/dobpl1qj2ijdw0ovwelg.jpg"
Gride,Treatment of Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/a63c5932a05a44d7a71bd2f5fa776497.jpg"
Gemtaz, Non-small cell lung cancer Breast cancer Pancreatic cancer Urinary bladder cancer Ovarian cancer,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/d4f3a460fe2742658061cc6357de7f63.jpg"
G-Cerin, Osteoarthritis,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/dzf1vpybcu3xkohyv8lg.jpg"
Gamabiol, Scabies,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/0c91d40dde7244da955a4d5d57124ad0.jpg"
Gental, Bacterial skin infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/lfxcuvyeskipesnbt7kj.jpg"
Glez,Treatment of Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/e18a7b0bf7b84d1e816e12a4df71717a.jpg"
Gretacal, Calcium deficiency,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/bfo8rc9caksz4rhsetji.jpg"
Glucut,Treatment of Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/a30116976a324cccb06f8eb3932eda46.jpg"
Glucowise,Treatment of Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/ea9e5d1201a441ce8955d8d34bc18bb9.jpg"
Glybovin,Treatment of Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/78ef5050203a4dd99c76bf086210491b.jpg"
Grafnos, Prevention of organ rejection in transplant patients,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/3ff7c44a9daf4b3da952ef6aba790848.jpg"
Goefibro-U, Uterine fibroids,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/ktodgn83k6bwchwdxcxf.png"
Genexglob, Immunoglobulins deficiency,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/wg4nim3sln1rhwolqxn6.jpg"
Gamamed, Scabies,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/0565839f53a24b76b03f30c68ed3bc9d.jpg"
Glimric-M3,Treatment of Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/xhx56rx2dpfsdrhbpxhz.jpg"
Glipti,Treatment of Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/p6hyjlyingwvhz6bcvk1.jpg"
Glyvas,Treatment of High cholesterolPrevention of Heart attack,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/eb40e210b5534b5f86477f6d6a6bc711.jpg"
Glynova-M,Treatment of Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/94a512f86db147e19d6a9c6084a7144d.jpg"
Glypan-M,Treatment of Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/ueth49hbgwglgpppg1io.jpg"
Gylis,Treatment of Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/3e25352fcd964d59bf5011556e35531e.jpg"
Gamalice, Scabies,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/zh9qwusyuz2jglbl1yw0.jpg"
Glimed,Treatment of Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/xopf7simofx3u1heyisn.jpg"
Gelofast, Pain relief,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/gxuplcormgvhfighedvh.jpg"
Glifil,Treatment of Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/f14a026c63e3401f903e176e78310aa8.jpg"
Gloritel, Hypertension (high blood pressure),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/xmigf1bxclarhqdzyzt7.jpg"
Glimzen-MV2,Treatment of Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/adc4i02lwcpsaej9hazh.jpg"
Gama, Scabies,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/vjcmzcdnafz9ejhhkbtl.jpg"
Glupride-M2,Treatment of Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/gpbf5azhy0bxfpcruk7n.jpg"
Glinate,Treatment of Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/arz0hkhuoyaismfyssas.jpg"
Gabanev-NT,Treatment of Neuropathic pain,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/w9jg0wvhbypnd5rujwcs.jpg"
Glimcip,Treatment of Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/mbk7w7b6rle4zjauijda.jpg"
Hifenac-P, Pain relief,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/fcfgdaxwsjtyb4a7yulm.jpg"
HCQS,Treatment of Rheumatoid arthritisTreatment of Systemic lupus erythematosus (SLE)Treatment of Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/zziozkq62tyfp3kewmuo.jpg"
Headset,Treatment of Migraine,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/edzufg6nfhvj0hbghqo6.jpg"
HP,Treatment of Peptic ulcer disease,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/ztd8ahechzsahrsou0yd.jpg"
Hepamerz,Treatment of Indigestion,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/xy8atqccjo8zu6ty5zl4.jpg"
Hifenac-MR,Treatment of Muscular pain,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/ubsehzogi90hcjivru5z.jpg"
Hyocimax-S,Treatment of Peptic ulcer diseaseTreatment of Irritable bowel syndrome Pain relief,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/dnz8dvgbofx9i2bd01dg.jpg"
Heptral,Treatment of Liver  disease,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/02c513f74e6e4485a593d827d4a63f28.jpg"
Histafree-M,Treatment of Sneezing and runny nose due to allergies,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/ahhjsum0ctcfg5t4c4bd.jpg"
Hicope,Treatment of AnxietyTreatment of Skin conditions with inflammation & itching,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/x4oahoo1hcpzbbv3xfu3.jpg"
Human, Diabetes,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/bkral36bti0gx5pbc7tr.jpg"
Histafree,Treatment of Sneezing and runny nose due to allergiesTreatment of Allergic conditions,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/lciqvj6eqlmtzt9mfm3u.jpg"
HUCOG,Treatment of Female infertilityTreatment of Male hypogonadism,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/rq7hrd9qmlnuyigtahno.jpg"
Hexigel,Treatment of Mouth infection,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/hccposf79jbjlgrlfr30.jpg"
Hyponat-O,Treatment of Low levels of sodium in the blood,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/kxlkfrxgaoakeeus1ezq.jpg"
Hadensa,Treatment of Piles,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/weuveini21shwywfh3yw.jpg"
Happi-D,Treatment of Gastroesophageal reflux disease (Acid reflux)Treatment of Peptic ulcer disease,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/17295fef285248a389f556cfe7642f8c.jpg"
Hylosoft,Treatment of Dry eyes,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/w8bcgcmrksotthgpzn5p.jpg"
Haemaccel, Short term fluid replacement after trauma,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/bm9kb0mrbnwrvicomyfm.jpg"
Huminsulin, Diabetes,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cfbu8qn9w8jycthjyz4l.jpg"
Hifenac, Pain relief,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/yvhy4wmr3nrbqe5iwci3.jpg"
Hydrocort, Severe allergic reactionsTreatment of Allergic conditionsTreatment of CancerTreatment of Skin disordersTreatment of Eye disorders,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/a95785b0f82f4ccaaae8f894b78d6eb1.jpg"
Hifenac-D, Pain relief,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/hozfh6ctv4k2slitkiqh.jpg"
HH,Treatment of Skin conditions with inflammation & itching,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/zz0msdyito8cma9k93at.jpg"
Hepakind,Treatment of Primary biliary cirrhosisTreatment of Gallbladder stones,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/ev165xapsfrd8guik6sm.jpg"
Herpex, Herpes labialis,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/k3pnbgczs1rip7sapsdt.jpg"
Hhfudic,Treatment of Skin conditions with inflammation & itching,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/ojpj6tnbwp4rrgoqhxoc.jpg"
Hexidine,Treatment of Mouth infection,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/lccwdj0adcbrg3mauxyk.jpg"
HHzole,Treatment of Fungal skin infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/ngvlfmuk1exrwf6wklsi.jpg"
Halovate, Skin conditions with inflammation & itching,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/3c721c379b86489585dc2992ccc59f46.jpg"
Hansepran, Leprosy,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/uan4sl1euhcvkfuyiohl.jpg"
Hexilak, Burns Stretch Marks,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/kmzb34yqxgknglaxb3mp.jpg"
Herpikind, Herpes Simplex Virus Infections Chickenpox Herpes labialis Shingles Genital herpes infection,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/lwm3szscmxplxu2ymlhl.jpg"
Hydrogen, Wound infection,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/vbkliuj62msbcqnnjhgc.jpg"
Hisone, Severe allergic reactionsTreatment of Allergic conditionsTreatment of CancerTreatment of Skin disordersTreatment of Eye disorders,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/3e22ccc79e404b1c8600f3e2e173dbb9.jpg"
Hhderm,Treatment of Skin infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/ts84swuscpdgjycvevxn.jpg"
Humalog,Treatment of Diabetes,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/oasbfdnytrrz0llmwrsf.jpg"
Hyocimax,Treatment of Menstrual pain,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/mytqofyphmke2h6im6yi.jpg"
Histo, Allergic skin conditions,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/fgnptmjzdwshxgodauj7.jpg"
HHLite,Treatment of Melasma,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/gy0i7vrdq7dijsghhmiu.jpg"
HHLEVO,Treatment of Allergic conditions,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/vioyfznxgehtzk4lqw1i.jpg"
Hylosurge,Treatment of Dry eyes,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/uoimxaftjxggatqsrxks.jpg"
Hemolit,Treatment of Piles,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/07cc576043a942e59f768aefb31766bd.jpg"
Harmoni-F, Polycystic ovarian syndrome (PCOS),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/pdfo4px5rxjcnr79zvuz.jpg"
Hirudal, Thrombophlebitis,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/h9bghnzxgjbcgxj3pu79.jpg"
